product_name,product_type,brand,brand_tier,price,price_segment,num_ingredients,num_skin_types,num_effects,complexity_score,has_key_active,skin_dry,skin_sensitive,skin_acne_prone,skin_oily,skin_combination,skin_normal,effect_hydrating,effect_barrier_repair,effect_soothing,effect_sun_protection,effect_acne_control,effect_brightening,effect_exfoliating,effect_anti-aging,effect_anti_aging,effect_general_skincare,product_cluster
Sanctuary Spa 10-in-1 Super Secret Facial Oil 30ml,Oil,Sanctuary Spa,Budget,20.0,Affordable,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
REN Clean Skincare Bio Retinoid Anti-Wrinkle Concentrate Oil,Oil,REN,Premium,47.0,Mid-range,10,1,1,0.14780096308186194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
BBB London Nourishing Brow Oil 11ml,Oil,BBB,Mid-range,22.0,Affordable,6,1,1,0.1298234349919743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Sanctuary Spa Melt Away Cleansing Oil 150ml,Oil,Sanctuary Spa,Budget,12.0,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
DECLÉOR Aroma Nutrition Softening Dry Oil (100ml),Oil,DECLÉOR,Premium,28.0,Mid-range,9,1,1,0.14330658105939004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Elemis Pro-Collagen Marine Oil 15ml,Oil,Elemis,Premium,67.0,Premium,29,1,1,0.23319422150882824,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DECLÉOR Aromessence Ylang Cananga Anti-Blemish Oil Serum,Oil,DECLÉOR,Premium,33.6,Mid-range,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Chemistry Brand Glow Oil 100ml,Oil,The Chemistry Brand,Mid-range,20.0,Affordable,27,1,4,0.352776886035313,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
Sanctuary Spa Overnight Replenishing Miracle Oil 30ml,Oil,Sanctuary Spa,Budget,20.0,Affordable,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
DHC Pore Cleansing Oil (150ml),Oil,DHC,Mid-range,25.0,Affordable,30,1,1,0.23768860353130014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L’Oréal Paris Extraordinary Oil Sleeping Oil Night Cream (50ml),Oil,L’Oréal,Budget,14.99,Affordable,40,1,2,0.3254895666131621,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
REN Clean Skincare Vita Mineral Omega 3 Optimum Skin Oil,Oil,REN,Premium,28.0,Mid-range,10,1,1,0.14780096308186194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Bondi Sands Sunscreen SPF15 Oil 150ml,Oil,Bondi,Budget,6.39,Budget,19,1,2,0.231107544141252,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PIXI Jasmine Oil Blend 30ml,Oil,PIXI,Mid-range,26.0,Mid-range,27,1,1,0.22420545746388443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Freezeframe Stretch Mark Eraser 80ml,Oil,Freezeframe,Premium,31.97,Mid-range,28,1,4,0.35727126805778486,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
MONU Firming Fiji Facial Oil (180ml),Oil,MONU,Premium,26.95,Mid-range,10,1,1,0.14780096308186194,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Bondi Sands Sunscreen SPF30 Oil 150ml,Oil,Bondi,Budget,6.39,Budget,19,1,2,0.231107544141252,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
L'Oréal Paris Extraordinary Oil Cream 50ml,Oil,L'Oréal,Budget,14.99,Affordable,8,1,1,0.13881219903691813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Darphin The Revitalising Oil (50ml),Oil,Darphin,Premium,25.0,Affordable,31,1,1,0.24218298555377207,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Balance Me Radiance Face Oil 30ml,Oil,Balance,Mid-range,24.0,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
AromaWorks Rejuvenate Face Serum Oil 30ml,Oil,AromaWorks,Budget,14.99,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Peter Thomas Roth Oiless Oil 100% Purified Squalane,Oil,Peter Thomas Roth,Premium,32.0,Mid-range,1,1,1,0.10735152487961475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Rodial Vitamin C Deluxe Drops 10ml,Oil,Rodial,Premium,27.0,Mid-range,23,2,1,0.2662279293739968,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aurelia Probiotic Skincare Cell Repair Night Oil 50ml,Oil,Pai,Premium,49.6,Mid-range,23,1,1,0.20622792937399678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Garnier Organic Lavandin Glow Oil 30ml,Oil,Garnier,Budget,11.99,Affordable,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Moroccanoil Shimmering Body Oil 50ml,Oil,Moroccanoil,Premium,37.0,Mid-range,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
LIXIRSKIN Night Switch Essential Lipids 15ml,Oil,LIXIRSKIN,Mid-range,24.0,Affordable,20,2,2,0.2956019261637239,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Trilogy Rosehip Oil Antioxidant+ 30ml,Oil,Trilogy,Premium,31.5,Mid-range,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Erno Laszlo Detoxifying Cleansing Oil 195ml,Oil,Erno Laszlo,Premium,55.0,Premium,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Manuka Doctor 24K Gold & Manuka Honey Face Oil 12ml,Oil,Manuka,Mid-range,15.99,Affordable,19,1,1,0.18825040128410914,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Natio Ageless Rosehip Oil Cold Pressed 15ml,Oil,Natio,Budget,13.6,Affordable,3,1,1,0.11634028892455858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Weleda Almond Soothing Facial Oil (50ml),Oil,Weleda,Budget,18.95,Affordable,3,1,1,0.11634028892455858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Trilogy CoQ10 Booster Oil 20ml,Oil,Trilogy,Premium,31.5,Mid-range,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
DHC Olive Virgin Oil (30ml),Oil,DHC,Mid-range,36.5,Mid-range,1,1,1,0.10735152487961475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Manuka Doctor Replenishing Facial Oil 25ml,Oil,Manuka,Mid-range,20.99,Affordable,29,1,1,0.23319422150882824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Elemis Pro-Definition Facial Oil 15ml,Oil,Elemis,Premium,67.0,Premium,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
First Aid Beauty Ultra Repair Oat & Cannabis Sativa Seed Oil 30ml,Oil,First Aid Beauty,Mid-range,30.0,Mid-range,27,1,2,0.2670626003210273,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Estée Lauder Revitalizing Supreme+ Nourishing and Hydrating Dual Phase Treatment Oil 30ml,Oil,Estée Lauder,Premium,44.1,Mid-range,46,1,4,0.4381701444622793,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Bobbi Brown Extra Face Oil 30ml,Oil,Bobbi Brown,Premium,46.5,Mid-range,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Manuka Doctor ApiRefine Shake and Roll Lip Oil 10ml,Oil,Manuka,Mid-range,16.99,Affordable,24,1,4,0.33929373996789725,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Darphin Rose Hydra-Nourishing Aromatic Care Oil 15ml,Oil,Darphin,Premium,42.0,Mid-range,38,1,1,0.27364365971107546,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rodial Pink Diamond Oil 30ml,Oil,Rodial,Premium,75.0,Premium,21,1,1,0.19723916532905297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
La Roche-Posay Anthelios Anti-Shine Sun Protection Invisible SPF50+ Face Mist 75ml,Mist,La Roche-Posay,Mid-range,14.0,Affordable,28,2,3,0.37441412520064205,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
PIXI Glow Mist 80ml,Mist,PIXI,Mid-range,16.0,Affordable,34,5,2,0.5385232744783307,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
Garnier Ambre Solaire Sensitive Hydrating Hypoallergenic Face Sun Cream Mist SPF50 75ml,Mist,Garnier,Budget,6.0,Budget,34,2,3,0.40138041733547347,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
La Roche-Posay Toleriane Ultra 8 Face Mist 100ml,Mist,La Roche-Posay,Mid-range,19.5,Affordable,8,2,2,0.24166934189406097,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Neutrogena Hydro Boost Express Hydrating Spray 200ml,Mist,Neutrogena,Budget,5.49,Budget,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PIXI Hydrating Milky Mist 80ml,Mist,PIXI,Mid-range,18.0,Affordable,25,2,3,0.3609309791332263,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Garnier Ambre Solaire Natural Bronzer Quick Drying Dark Self Tan Face Mist 75ml,Mist,Garnier,Budget,5.0,Budget,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Ambre Solaire Dry Mist Fast Absorbing Sun Cream Spray SPF30 200ml,Mist,Garnier,Budget,8.0,Budget,38,1,2,0.3165008025682183,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ELEMIS Superfood Kefir-Tea Mist 100ml,Mist,Elemis,Premium,26.0,Mid-range,29,1,2,0.2760513643659711,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PIXI Sun Mist 80ml,Mist,PIXI,Mid-range,18.0,Affordable,22,1,4,0.3303049759229534,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
Omorovicza Queen Of Hungary Mist (100ml),Mist,Omorovicza,Premium,59.0,Premium,18,1,1,0.18375601926163723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lumene Nordic Hydra Lähde Arctic Spring Water Enriched Facial Mist 50ml,Mist,Lumene,Budget,6.5,Budget,27,1,1,0.22420545746388443,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Omorovicza Queen of Hungary Mist 30ml,Mist,Omorovicza,Premium,20.0,Affordable,18,1,1,0.18375601926163723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Ambre Solaire Sensitive Hypoallergenic Dry Mist Sun Cream Spray SPF50 200ml,Mist,Garnier,Budget,7.0,Budget,34,2,3,0.40138041733547347,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Revolution Skincare Hyaluronic Essence Spray 100ml,Mist,Revolution,Budget,6.0,Budget,16,1,2,0.21762439807383627,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NUXE Huile Prodigieuse Florale Mist 100ml,Mist,NUXE,Mid-range,29.5,Mid-range,23,1,1,0.20622792937399678,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PIXI Vitamin Wakeup Mist 80ml,Mist,PIXI,Mid-range,16.0,Affordable,30,5,3,0.5634028892455858,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Neal's Yard Remedies Goodnight Pillow Mist 45ml,Mist,Neal's Yard Remedies,Mid-range,15.0,Affordable,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lumene Nordic Hydra [Lähde] Arctic Spring Water Enriched Facial Mist 100ml,Mist,Lumene,Budget,12.0,Affordable,26,1,1,0.21971107544141252,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lumene Nordic C Valo Glow Refresh Hydrating Mist 50ml,Mist,Lumene,Budget,9.0,Budget,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elizabeth Arden Eight Hour Miracle Hydrating Mist 100ml,Mist,Elizabeth Arden,Premium,21.0,Affordable,21,1,2,0.24009630818619582,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Natural Vegan Rose Soothing Hydrating Glow Mist 150ml,Mist,Garnier,Budget,5.99,Budget,12,4,3,0.42250401284109146,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Dermalogica Age Smart Antioxidant Hydramist 150ml,Mist,Dermalogica,Premium,36.0,Mid-range,36,1,2,0.30751203852327447,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
Zelens Z Balance Prebiotic and Probiotic Facial Mist 50ml,Mist,Zelens,Premium,48.0,Mid-range,39,1,3,0.3638523274478331,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Bondi Sands Self Tanning Mist 250ml - Light/Medium,Mist,Bondi,Budget,11.99,Affordable,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Revolution Skincare CBD Essence Spray 100ml,Mist,Revolution,Budget,6.0,Budget,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Peter Thomas Roth Water Drench Hydrating Toner Mist 150ml,Mist,REN,Premium,21.56,Affordable,21,1,3,0.2829534510433387,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2
Elemis Pro-Collagen Rose Hydro-Mist 50ml,Mist,Elemis,Premium,43.0,Mid-range,38,2,3,0.41935794542536114,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Chantecaille Pure Rosewater 100ml,Mist,Chantecaille,Premium,65.0,Premium,5,1,1,0.1253290529695024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neal's Yard Remedies Frankincense Hydrating Facial Mist 45ml,Mist,Neal's Yard Remedies,Mid-range,13.0,Affordable,21,2,2,0.3000963081861958,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Crystal Clear Revitalising Tonic 200ml,Mist,Crystal,Mid-range,20.99,Affordable,27,1,2,0.2670626003210273,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Organic Argan Mist 150ml,Mist,Garnier,Budget,5.99,Budget,19,4,4,0.4968218298555377,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
Institut Esthederm Cellular Water Mist 100ml,Mist,Institut,Mid-range,18.0,Affordable,12,1,1,0.15678972712680578,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Revolution Skincare x Jake Jamie Tropical Quench Essence Spray 100ml,Mist,Revolution,Budget,6.0,Budget,10,1,1,0.14780096308186194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jurlique Rosewater Balancing Mist (100ml),Mist,Jurlique,Mid-range,30.0,Mid-range,15,1,3,0.2559871589085072,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3
NUXE Refreshing Toning Mist 200ml,Mist,NUXE,Mid-range,15.5,Affordable,15,2,2,0.27313001605136433,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bondi Sands Self Tanning Mist 250ml - Dark,Mist,Bondi,Budget,11.99,Affordable,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
A'kin Hydrating Mist Toner 150ml,Mist,A'kin,Budget,12.5,Affordable,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jurlique Rosewater Balancing Mist 100ml,Mist,Jurlique,Mid-range,32.0,Mid-range,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aveda Botanical Kinetics Toning Mist 150ml,Mist,Aveda,Mid-range,19.0,Affordable,9,1,1,0.14330658105939004,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Rodial Dragon's Blood Essence 100ml,Mist,Rodial,Premium,38.0,Mid-range,23,5,4,0.5747993579454254,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1
Origins Ginzing™ Energy-Boosting Treatment Lotion Mist 150ml,Mist,Origins,Mid-range,18.5,Affordable,39,1,3,0.3638523274478331,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ULTRASUN CLEAR SPRAY SPF30 - SPORTS FORMULA (150ML),Mist,ULTRASUN,Mid-range,26.0,Mid-range,21,2,3,0.3429534510433387,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Salcura Antiac Activ Liquid Spray (50ml),Mist,Salcura,Budget,10.99,Affordable,39,3,3,0.4838523274478331,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
Revolution Skincare Caffeine Essence Spray 100ml,Mist,Revolution,Budget,6.0,Budget,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Sea Magik Sunsafe SPF50 Clear Spray 150ml,Mist,Sea,Budget,15.95,Affordable,16,1,2,0.21762439807383627,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pestle & Mortar Balance Facial Spritz,Mist,Pestle,Premium,28.0,Mid-range,20,1,3,0.27845906902086676,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
DHC Super Collagen Mist 50ml,Mist,DHC,Mid-range,20.0,Affordable,12,1,2,0.19964686998394862,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
Revolution Skincare Superfruit Essence Spray 100ml,Mist,Revolution,Budget,6.0,Budget,16,1,2,0.21762439807383627,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Murad Prebiotic 3-in-1 MultiMist 100ml,Mist,Murad,Premium,30.0,Mid-range,30,4,2,0.460545746388443,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
Bloom and Blossom Rejuvenating Facial Spritz (100ml),Mist,Bloom,Budget,12.0,Affordable,14,2,2,0.26863563402889246,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Zelens PROVITAMIN D Fortifying Facial Mist 50ml,Mist,Zelens,Premium,55.0,Premium,29,3,3,0.4389085072231139,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
Emma Hardie Plump and Glow Hydrating Mist 90ml,Mist,Emma,Premium,42.0,Mid-range,30,2,3,0.38340288924558585,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Natio Refreshing Face Mist (75ml),Mist,Natio,Budget,8.4,Budget,11,1,1,0.15229534510433385,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holika Holika Good Cera Super Ceramide Mist,Mist,Holika Holika,Budget,17.95,Affordable,35,2,3,0.40587479935794546,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Piz Buin After Sun Instant Relief Mist Spray,Mist,Piz,Budget,14.5,Affordable,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eve Lom Face Mist 15ml,Mist,Eve,Premium,12.0,Affordable,23,3,1,0.3262279293739968,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Sarah Chapman Skinesis Liquid Facial D-Stress 75ml,Mist,Sarah,Premium,42.0,Mid-range,64,2,5,0.6219261637239165,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2
James Read Instant Bronzing Mist 200ml,Mist,James,Mid-range,25.0,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jurlique Calendula Redness Rescue Calming Mist (100ml),Mist,Jurlique,Mid-range,35.0,Mid-range,20,1,2,0.23560192616372388,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Lumene Nordic C [Valo] Glow Refresh Hydrating Mist 100ml,Mist,Lumene,Budget,17.9,Affordable,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OSKIA SPF Vitamin Mist 100ml,Mist,OSKIA,Premium,46.0,Mid-range,31,3,4,0.4907544141252006,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1
Holika Holika Aloe Soothing Essence 98% Mist,Mist,Holika Holika,Budget,19.95,Affordable,24,2,2,0.31357945425361156,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ARK Skincare Hydrating Beauty Mist 150ml,Mist,ARK,Mid-range,25.0,Affordable,34,2,3,0.40138041733547347,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
BBB London Rosewater Mist 50ml,Mist,BBB,Mid-range,22.0,Affordable,18,2,3,0.32947030497592295,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Natura Bissé C+C Vitamin Splash 200ml,Mist,Natura,Premium,42.0,Mid-range,28,1,1,0.22869983948635633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Laura Mercier Perfecting Water Moisture Mist 200ml,Mist,Laura,Premium,31.0,Mid-range,22,1,1,0.20173354735152485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clinique Virtu-Oil Body Mist SPF30 144ml,Mist,Clinique,Mid-range,23.0,Affordable,13,1,3,0.2469983948635634,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Mauli Supreme Skin Rose Mist,Mist,Mauli,Premium,36.0,Mid-range,8,1,1,0.13881219903691813,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Avant Skincare PH Balancing & Brightening Rose Infusion Day Mist 30ml,Mist,Avant,Premium,80.0,Premium,16,1,2,0.21762439807383627,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jurlique Lavender Hydrating Mist 100ml,Mist,Jurlique,Mid-range,32.0,Mid-range,13,1,2,0.20414125200642053,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Salcura Antiac Acne Clearing Spray (100ML),Mist,Salcura,Budget,16.99,Affordable,34,3,2,0.41852327447833065,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Löwengrip Moisture on the go Facial Mist 100ml,Mist,Löwengrip,Mid-range,16.0,Affordable,17,5,3,0.504975922953451,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Armani Prima Mist 100ml,Mist,Armani,Premium,34.0,Mid-range,22,1,2,0.2445906902086677,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Ritual of Namasté Urban Hydrating Mist 100ml,Mist,The,Mid-range,19.9,Affordable,26,1,2,0.26256821829855537,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Acorelle Pure Harvest Body Perfume - 100ml,Mist,Acorelle,Budget,10.0,Budget,5,1,1,0.1253290529695024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jurlique Lavender Hydrating Mist 50ml,Mist,Jurlique,Mid-range,23.0,Affordable,13,1,2,0.20414125200642053,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Natura Bissé Tolerance Toner 200ml,Mist,Natura,Premium,46.0,Mid-range,24,2,3,0.35643659711075437,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
NIOD Superoxide Dismutase Saccharide Mist 240ml,Mist,NIOD,Premium,34.0,Mid-range,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eve Lom Radiance Face Mist 48ml,Mist,Eve,Premium,38.0,Mid-range,23,3,1,0.3262279293739968,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Clinique Take The Day Off Cleansing Balm 125ml,Balm,Clinique,Mid-range,25.0,Affordable,8,1,1,0.13881219903691813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
NUXE Baume Levres Reve De Miel - Honey Lip Balm (15g),Balm,NUXE,Mid-range,10.0,Budget,25,2,1,0.2752166934189406,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
La Roche-Posay Cicaplast Baume B5 Soothing Repairing Balm 40ml,Balm,La Roche-Posay,Mid-range,7.5,Budget,25,4,3,0.4809309791332263,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
ELEMIS Pro-Collagen Rose Cleansing Balm 105g,Balm,Elemis,Premium,44.0,Mid-range,34,1,2,0.29852327447833066,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Burt's Bees Beeswax Lip Balm Tube 4.25g,Balm,Burt's,Budget,3.99,Budget,10,1,1,0.14780096308186194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
La Roche-Posay Cicaplast Baume B5 Soothing Repairing Balm 100ml,Balm,La Roche-Posay,Mid-range,14.0,Affordable,25,4,3,0.4809309791332263,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
La Roche-Posay Cicaplast Baume B5 Repairing Balm SPF 50 40ml,Balm,La Roche-Posay,Mid-range,8.0,Budget,34,2,3,0.40138041733547347,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Burt's Bees Pomegranate Lip Balm Tube 4.25g,Balm,Burt's,Budget,3.99,Budget,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Dr. PAWPAW Outrageous Orange Balm 25ml,Balm,Dr.,Budget,4.0,Budget,9,1,2,0.1861637239165329,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Lanolips 101 Ointment Multi-Balm - Coconutter 10g,Balm,Lanolips,Budget,8.99,Budget,4,1,1,0.12083467094703049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
DECLÉOR Aromessence Neroli Amara Night Balm 15ml,Balm,DECLÉOR,Premium,32.2,Mid-range,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burt's Bees Honey Lip Balm Tube 4.25g,Balm,Burt's,Budget,3.99,Budget,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AMELIORATE Intensive Lip Treatment 15ml,Balm,AMELIORATE,Mid-range,15.0,Affordable,47,2,4,0.5026645264847511,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Burt's Bees Lip Balm - Ultra Conditioning 4.25g,Balm,Burt's,Budget,3.99,Budget,27,1,1,0.22420545746388443,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
